latitude,longitude,neighbourhood_cleansed,property_type,room_type,review_scores_rating,accommodates,bedrooms,beds,price,rating_bucket
41.92882803675781,-87.69291809572586,Logan Square,Private room in rental unit,Private room,4.75,2,1.0,1.0,59.0,4.7-4.8
41.7966176,-87.6052644,Hyde Park,Entire rental unit,Entire home/apt,4.7,8,4.0,4.0,108.0,4.6-4.7
41.84242037840739,-87.71069248138193,South Lawndale,Entire rental unit,Entire home/apt,,4,1.0,1.0,90.0,No rating
41.89461948418862,-87.6290316424451,Near North Side,Entire home,Entire home/apt,4.17,10,4.0,4.0,317.0,4.0-4.25
41.89037626740894,-87.62114930145303,Near North Side,Entire rental unit,Entire home/apt,5.0,2,1.0,0.0,113.0,4.9-5.0
41.9557328,-87.6505646,Uptown,Entire rental unit,Entire home/apt,5.0,2,0.0,1.0,55.0,4.9-5.0
41.92673820555583,-87.64495411132499,Lincoln Park,Entire home,Entire home/apt,5.0,5,3.0,3.0,369.0,4.9-5.0
41.98887760168083,-87.6568596341022,Edgewater,Entire rental unit,Entire home/apt,4.67,3,0.0,1.0,69.0,4.6-4.7
41.8846244,-87.62585709999999,Loop,Entire rental unit,Entire home/apt,5.0,15,7.0,9.0,2715.0,4.9-5.0
41.9989894,-87.6987667,West Ridge,Entire rental unit,Entire home/apt,4.85,7,3.0,4.0,154.0,4.8-4.9
41.78247,-87.5935,Woodlawn,Private room in home,Private room,4.0,2,1.0,1.0,125.0,3.5-4.0
41.97967,-87.69812,Lincoln Square,Entire rental unit,Entire home/apt,4.44,3,1.0,0.0,106.0,4.25-4.5
41.968529742039365,-87.68897812750306,Lincoln Square,Private room in rental unit,Private room,5.0,2,1.0,1.0,103.0,4.9-5.0
41.904476341620175,-87.63281380029147,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,135.0,No rating
41.98660664343117,-87.7117491316236,North Park,Entire rental unit,Entire home/apt,5.0,8,3.0,4.0,286.0,4.9-5.0
41.802238182349335,-87.5941639877825,Hyde Park,Entire rental unit,Entire home/apt,4.25,2,1.0,1.0,60.0,4.0-4.25
41.80153,-87.58952,Hyde Park,Entire rental unit,Entire home/apt,3.93,2,1.0,1.0,60.0,3.5-4.0
41.77126,-87.61185,Woodlawn,Private room in rental unit,Private room,4.0,1,1.0,1.0,34.0,3.5-4.0
41.91758,-87.71787,Logan Square,Entire rental unit,Entire home/apt,5.0,6,3.0,3.0,120.0,4.9-5.0
41.876519078143744,-87.63658211878044,Loop,Entire rental unit,Entire home/apt,4.75,3,1.0,1.0,99.0,4.7-4.8
41.85904,-87.64424,Lower West Side,Entire rental unit,Entire home/apt,,4,1.0,2.0,798.0,No rating
41.77163588821536,-87.61023309023274,Woodlawn,Private room in rental unit,Private room,4.0,1,1.0,1.0,35.0,3.5-4.0
41.886064,-87.624718,Loop,Entire rental unit,Entire home/apt,,2,1.0,1.0,125.0,No rating
41.7785,-87.61478,Woodlawn,Entire rental unit,Entire home/apt,4.44,5,2.0,2.0,95.0,4.25-4.5
41.98308759921548,-87.82384765909956,Norwood Park,Private room in rental unit,Private room,,2,1.0,1.0,52.0,No rating
41.9482442,-87.79952159999999,Dunning,Entire rental unit,Entire home/apt,4.79,6,2.0,4.0,78.0,4.7-4.8
41.8853,-87.65096,Near West Side,Entire loft,Entire home/apt,5.0,2,1.0,1.0,196.0,4.9-5.0
41.7712870660136,-87.6099934642739,Woodlawn,Private room in rental unit,Private room,3.0,1,1.0,1.0,35.0,2.0-3.0
41.91965,-87.71458,Logan Square,Entire rental unit,Entire home/apt,5.0,3,1.0,1.0,121.0,4.9-5.0
41.93939,-87.75621,Portage Park,Private room in rental unit,Private room,5.0,2,1.0,1.0,64.0,4.9-5.0
41.94369937113513,-87.66416726067112,Lake View,Entire home,Entire home/apt,4.94,13,6.0,7.0,474.0,4.9-5.0
41.89507023775788,-87.63396640295764,Near North Side,Entire rental unit,Entire home/apt,4.92,14,3.0,8.0,445.0,4.9-5.0
41.89313158954362,-87.63332204082415,Near North Side,Entire rental unit,Entire home/apt,4.94,14,3.0,7.0,455.0,4.9-5.0
41.89532,-87.63198,Near North Side,Entire rental unit,Entire home/apt,4.96,14,3.0,7.0,455.0,4.9-5.0
41.89429,-87.64941,West Town,Entire rental unit,Entire home/apt,,3,2.0,2.0,152.0,No rating
41.87123,-87.66366,Near West Side,Entire rental unit,Entire home/apt,4.65,4,1.0,2.0,107.0,4.6-4.7
41.81234,-87.59446,Kenwood,Entire condo,Entire home/apt,5.0,6,3.0,3.0,268.0,4.9-5.0
41.81944933898835,-87.61581923663711,Grand Boulevard,Entire rental unit,Entire home/apt,4.15,4,1.0,0.0,74.0,4.0-4.25
41.94183,-87.66595,Lake View,Entire condo,Entire home/apt,5.0,5,2.0,3.0,141.0,4.9-5.0
41.8169,-87.59908,Kenwood,Private room in condo,Private room,4.7,3,3.0,4.0,100.0,4.6-4.7
41.81586210317832,-87.59858077154377,Kenwood,Private room in condo,Private room,4.75,5,3.0,4.0,150.0,4.7-4.8
41.752560107864696,-87.56056946566936,South Shore,Entire rental unit,Entire home/apt,4.71,2,1.0,1.0,107.0,4.7-4.8
41.97744762601985,-87.69879207015038,Lincoln Square,Entire home,Entire home/apt,5.0,4,3.0,4.0,161.0,4.9-5.0
41.93295819578076,-87.64218588879748,Lake View,Entire rental unit,Entire home/apt,4.67,3,1.0,1.0,205.0,4.6-4.7
41.85994414110219,-87.66540377024262,Near West Side,Entire rental unit,Entire home/apt,4.98,6,3.0,3.0,195.0,4.9-5.0
41.8585,-87.66677,Lower West Side,Entire rental unit,Entire home/apt,4.97,6,3.0,4.0,218.0,4.9-5.0
41.82629289568248,-87.64803319197941,Bridgeport,Entire rental unit,Entire home/apt,5.0,7,3.0,4.0,274.0,4.9-5.0
41.87148,-87.624625,Loop,Room in hotel,Private room,4.77,2,1.0,1.0,105.0,4.7-4.8
41.92023660162564,-87.63806428095093,Lincoln Park,Entire townhouse,Entire home/apt,4.92,8,2.0,5.0,485.0,4.9-5.0
41.90421,-87.62752,Near North Side,Entire home,Entire home/apt,,10,5.0,7.0,1760.0,No rating
41.89230241730131,-87.63733549072307,Near North Side,Entire rental unit,Entire home/apt,,6,3.0,3.0,8500.0,No rating
41.81771671384606,-87.61136535268511,Grand Boulevard,Entire home,Entire home/apt,4.91,8,4.0,4.0,290.0,4.9-5.0
41.70488,-87.61317,Roseland,Entire home,Entire home/apt,4.5,6,3.0,3.0,198.0,4.25-4.5
41.93469,-87.66717,Lake View,Entire home,Entire home/apt,4.74,4,2.0,3.0,105.0,4.7-4.8
41.936345976337655,-87.66706512548592,Lake View,Entire home,Entire home/apt,4.77,2,1.0,1.0,114.0,4.7-4.8
41.8593869,-87.6665683,Lower West Side,Entire rental unit,Entire home/apt,4.88,6,3.0,4.0,194.0,4.8-4.9
41.954990825406725,-87.65093708275543,Uptown,Entire rental unit,Entire home/apt,4.58,3,0.0,1.0,65.0,4.5-4.6
41.9329771,-87.6455136,Lake View,Room in hotel,Private room,4.56,2,1.0,,90.0,4.5-4.6
41.886064,-87.624718,Loop,Entire rental unit,Entire home/apt,,2,1.0,1.0,104.0,No rating
41.8634989,-87.62704269999999,Near South Side,Entire rental unit,Entire home/apt,,2,2.0,2.0,96.0,No rating
41.8937277,-87.6563934,West Town,Entire rental unit,Entire home/apt,,2,1.0,1.0,115.0,No rating
41.92878,-87.69421,Logan Square,Private room in rental unit,Private room,4.43,2,1.0,1.0,59.0,4.25-4.5
41.8563677875619,-87.71258540132769,North Lawndale,Private room in rental unit,Private room,4.67,2,1.0,3.0,50.0,4.6-4.7
41.8593869,-87.6665683,Lower West Side,Entire rental unit,Entire home/apt,4.89,6,3.0,3.0,180.0,4.8-4.9
41.85939,-87.66657,Lower West Side,Entire rental unit,Entire home/apt,4.96,6,3.0,4.0,190.0,4.9-5.0
41.9142495,-87.6984042,Logan Square,Entire rental unit,Entire home/apt,4.53,6,3.0,3.0,93.0,4.5-4.6
41.93755,-87.66961,Lake View,Entire rental unit,Entire home/apt,3.6,4,2.0,2.0,173.0,3.5-4.0
41.89465,-87.63155,Near North Side,Room in hotel,Hotel room,4.5,2,1.0,1.0,150.0,4.25-4.5
41.89465,-87.63155,Near North Side,Room in hotel,Hotel room,5.0,8,4.0,4.0,599.0,4.9-5.0
41.89465,-87.63155,Near North Side,Room in hotel,Hotel room,,2,1.0,1.0,150.0,No rating
41.89465,-87.63155,Near North Side,Room in hotel,Hotel room,5.0,4,2.0,2.0,299.0,4.9-5.0
41.89465,-87.63155,Near North Side,Room in hotel,Hotel room,4.4,6,3.0,3.0,449.0,4.25-4.5
41.71424950826671,-87.6626182189045,Beverly,Entire home,Entire home/apt,4.93,6,3.0,3.0,138.0,4.9-5.0
41.88837356448877,-87.709545693965,Humboldt Park,Entire rental unit,Entire home/apt,5.0,4,3.0,0.0,145.0,4.9-5.0
41.956212366328366,-87.67522036131541,North Center,Entire rental unit,Entire home/apt,4.96,6,3.0,4.0,141.0,4.9-5.0
41.90994397102715,-87.67810344248151,West Town,Entire rental unit,Entire home/apt,4.87,8,4.0,4.0,183.0,4.8-4.9
41.96031356443421,-87.72757327350085,Irving Park,Entire rental unit,Entire home/apt,4.64,4,2.0,2.0,95.0,4.6-4.7
41.94329863692692,-87.6405084539942,Lake View,Entire rental unit,Entire home/apt,4.86,3,1.0,1.0,175.0,4.8-4.9
41.94275,-87.78517,Dunning,Entire rental unit,Entire home/apt,4.75,4,2.0,2.0,125.0,4.7-4.8
41.88598,-87.64873,Near West Side,Room in hotel,Private room,4.5,2,1.0,,181.0,4.25-4.5
41.8859755,-87.6487272,Near West Side,Room in hotel,Private room,4.91,2,1.0,,196.0,4.9-5.0
41.8859755,-87.6487272,Near West Side,Room in hotel,Private room,3.0,2,1.0,,212.0,2.0-3.0
41.89358,-87.7049,Humboldt Park,Entire rental unit,Entire home/apt,4.59,5,2.0,2.0,80.0,4.5-4.6
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,,4,1.0,1.0,999.0,No rating
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,,4,1.0,1.0,799.0,No rating
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,,4,1.0,1.0,799.0,No rating
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,5.0,4,1.0,1.0,799.0,4.9-5.0
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,,4,1.0,1.0,799.0,No rating
41.89504,-87.63163,Near North Side,Room in hotel,Hotel room,,4,1.0,1.0,799.0,No rating
41.94710962525442,-87.64816795211354,Lake View,Entire rental unit,Entire home/apt,4.7,2,1.0,1.0,63.0,4.6-4.7
41.80458,-87.61473,Grand Boulevard,Entire home,Entire home/apt,4.81,10,5.0,6.0,279.0,4.8-4.9
41.93787335835971,-87.64149907976389,Lake View,Entire rental unit,Entire home/apt,,2,1.0,1.0,59.0,No rating
41.80492007998264,-87.6169012116394,Grand Boulevard,Entire rental unit,Entire home/apt,4.75,4,2.0,3.0,175.0,4.7-4.8
41.76706702077734,-87.61685652156912,Greater Grand Crossing,Entire guest suite,Entire home/apt,4.93,2,1.0,1.0,80.0,4.9-5.0
41.9097124007487,-87.67645687172828,West Town,Entire home,Entire home/apt,5.0,16,6.0,11.0,281.0,4.9-5.0
41.80819155263104,-87.62262672351132,Grand Boulevard,Entire home,Entire home/apt,4.93,6,2.0,4.0,172.0,4.9-5.0
41.94925718513625,-87.65086945767213,Lake View,Entire home,Entire home/apt,5.0,8,3.0,3.0,138.0,4.9-5.0
41.89301,-87.62954,Near North Side,Entire rental unit,Entire home/apt,,4,1.0,1.0,150.0,No rating
41.91447,-87.65216,Lincoln Park,Entire rental unit,Entire home/apt,4.78,12,4.0,6.0,333.0,4.7-4.8
42.0094229,-87.66404899999999,Rogers Park,Entire rental unit,Entire home/apt,4.79,4,1.0,2.0,78.0,4.7-4.8
41.973497184571016,-87.65647619962692,Uptown,Entire rental unit,Entire home/apt,4.58,2,0.0,1.0,69.0,4.5-4.6
41.82088,-87.60499,Oakland,Entire rental unit,Entire home/apt,4.86,2,1.0,1.0,105.0,4.8-4.9
41.96405,-87.73229,Albany Park,Private room in rental unit,Private room,5.0,2,2.0,1.0,62.0,4.9-5.0
41.78679,-87.61509,Washington Park,Private room in rental unit,Private room,4.78,2,1.0,1.0,45.0,4.7-4.8
41.90463,-87.67001,West Town,Entire rental unit,Entire home/apt,,2,1.0,1.0,263.0,No rating
41.77947764984309,-87.70063272306703,Chicago Lawn,Entire rental unit,Entire home/apt,4.8,4,2.0,0.0,98.0,4.7-4.8
41.9553205,-87.7390571,Irving Park,Entire bungalow,Entire home/apt,,4,2.0,2.0,100.0,No rating
41.76187704986578,-87.56788652256009,South Shore,Entire condo,Entire home/apt,4.38,6,3.0,7.0,117.0,4.25-4.5
41.9964697,-87.7059617,West Ridge,Entire home,Entire home/apt,4.33,14,5.0,8.0,196.0,4.25-4.5
41.79784,-87.60336,Hyde Park,Shared room in rental unit,Shared room,,1,,0.0,24.0,No rating
41.87353302598356,-87.68859074392809,Near West Side,Entire rental unit,Entire home/apt,,4,2.0,2.0,80.0,No rating
41.90745,-87.69216,West Town,Entire rental unit,Entire home/apt,4.54,10,3.0,5.0,122.0,4.5-4.6
41.94217,-87.70032,Avondale,Entire rental unit,Entire home/apt,,4,2.0,2.0,90.0,No rating
41.9466184,-87.7633603,Portage Park,Private room in home,Private room,4.95,2,1.0,1.0,75.0,4.9-5.0
41.88719,-87.65184,Near West Side,Room in hotel,Private room,,2,1.0,,227.0,No rating
41.88719,-87.65184,Near West Side,Room in hotel,Private room,5.0,4,1.0,,227.0,4.9-5.0
41.88719,-87.65184,Near West Side,Room in hotel,Private room,,2,1.0,,410.0,No rating
41.88719,-87.65184,Near West Side,Room in hotel,Private room,3.0,4,1.0,,227.0,2.0-3.0
41.88719,-87.65184,Near West Side,Room in hotel,Private room,4.83,2,1.0,1.0,214.0,4.8-4.9
41.88719,-87.65184,Near West Side,Room in hotel,Private room,,2,1.0,,215.0,No rating
41.88719,-87.65184,Near West Side,Room in hotel,Private room,,2,1.0,,255.0,No rating
41.89296745492085,-87.66898956743357,West Town,Entire home,Entire home/apt,4.91,16,6.0,9.0,362.0,4.9-5.0
41.92387,-87.68258,Logan Square,Entire rental unit,Entire home/apt,5.0,6,2.0,2.0,197.0,4.9-5.0
41.79385347867088,-87.61554024847291,Washington Park,Entire rental unit,Entire home/apt,5.0,6,3.0,4.0,90.0,4.9-5.0
41.77553,-87.73222,West Lawn,Entire home,Entire home/apt,5.0,4,2.0,6.0,89.0,4.9-5.0
41.894565,-87.631542,Near North Side,Room in hotel,Private room,4.52,2,1.0,,76.0,4.5-4.6
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,1.0,2,1.0,1.0,110.0,0.0-1.0
41.886064,-87.624718,Loop,Entire rental unit,Entire home/apt,,2,0.0,1.0,112.0,No rating
41.89678629999999,-87.6317246,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,122.0,No rating
41.8700172,-87.62704509999999,Loop,Entire rental unit,Entire home/apt,,4,2.0,2.0,450.0,No rating
41.92882384836405,-87.63937417054908,Lincoln Park,Entire home,Entire home/apt,4.75,2,1.0,1.0,90.0,4.7-4.8
42.0113,-87.67295,Rogers Park,Entire condo,Entire home/apt,,4,2.0,2.0,121.0,No rating
41.89239,-87.67061,West Town,Entire condo,Entire home/apt,4.67,8,3.0,3.0,147.0,4.6-4.7
41.89935,-87.62666,Near North Side,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,361.0,4.9-5.0
41.95407,-87.66933,Lake View,Entire rental unit,Entire home/apt,4.62,2,0.0,1.0,47.0,4.6-4.7
41.888723051222094,-87.61952587268732,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,150.0,No rating
41.722624,-87.6255027,Roseland,Entire home,Entire home/apt,4.93,10,3.0,6.0,204.0,4.9-5.0
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,120.0,No rating
41.91567,-87.68459,Logan Square,Entire rental unit,Entire home/apt,4.77,4,2.0,2.0,107.0,4.7-4.8
41.93595206759603,-87.65467791269505,Lake View,Entire condo,Entire home/apt,5.0,6,2.0,3.0,212.0,4.9-5.0
41.88961,-87.65564,West Town,Entire rental unit,Entire home/apt,4.69,3,1.0,2.0,84.0,4.6-4.7
41.9581156,-87.65586139999999,Uptown,Private room in home,Private room,5.0,1,1.0,1.0,104.0,4.9-5.0
41.72036166876798,-87.57411104778235,South Deering,Private room in home,Private room,5.0,2,1.0,1.0,76.0,4.9-5.0
41.96789926145032,-87.65759415029608,Uptown,Entire rental unit,Entire home/apt,4.75,2,1.0,1.0,62.0,4.7-4.8
41.842798220870655,-87.71685775369406,South Lawndale,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,129.0,4.9-5.0
41.96790950974442,-87.6564076860986,Uptown,Entire rental unit,Entire home/apt,4.71,2,1.0,1.0,59.0,4.7-4.8
41.96864933176925,-87.6555259992673,Uptown,Entire rental unit,Entire home/apt,4.59,2,0.0,1.0,57.0,4.5-4.6
41.75949586469277,-87.64174173649694,Englewood,Private room in rental unit,Private room,5.0,2,1.0,1.0,25.0,4.9-5.0
41.89461902513154,-87.66912161882473,West Town,Entire condo,Entire home/apt,4.84,16,7.0,7.0,383.0,4.8-4.9
41.93832105039947,-87.65095156525985,Lake View,Entire condo,Entire home/apt,4.89,16,8.0,0.0,298.0,4.8-4.9
41.90313790916756,-87.63413864561785,Near North Side,Entire rental unit,Entire home/apt,4.86,4,0.0,1.0,250.0,4.8-4.9
41.896345,-87.6266216,Near North Side,Entire rental unit,Entire home/apt,5.0,15,5.0,10.0,865.0,4.9-5.0
41.73441040262663,-87.5805268940074,Calumet Heights,Entire home,Entire home/apt,4.42,8,4.0,5.0,149.0,4.25-4.5
41.89546021534169,-87.62473057955503,Near North Side,Entire condo,Entire home/apt,5.0,4,2.0,2.0,249.0,4.9-5.0
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,139.0,No rating
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,124.0,No rating
41.92173,-87.64852,Lincoln Park,Private room in bed and breakfast,Private room,,5,1.0,3.0,464.0,No rating
41.90132053406519,-87.63219550207883,Near North Side,Entire rental unit,Entire home/apt,4.7,4,0.0,2.0,250.0,4.6-4.7
41.8953554,-87.6504573,West Town,Entire rental unit,Entire home/apt,,2,1.0,1.0,111.0,No rating
41.9227577,-87.6489701,Lincoln Park,Private room in bed and breakfast,Private room,,2,1.0,1.0,236.0,No rating
41.9227577,-87.6489701,Lincoln Park,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,363.0,4.9-5.0
41.85435220242558,-87.68604504334078,Lower West Side,Entire rental unit,Entire home/apt,4.88,4,2.0,3.0,156.0,4.8-4.9
41.92394,-87.64981,Lincoln Park,Private room in bed and breakfast,Private room,1.0,4,1.0,2.0,387.0,0.0-1.0
41.92352,-87.64989,Lincoln Park,Private room in bed and breakfast,Private room,,3,1.0,2.0,410.0,No rating
42.00240309202327,-87.69967721834757,West Ridge,Entire rental unit,Entire home/apt,4.81,3,1.0,2.0,85.0,4.8-4.9
41.97482,-87.66365,Uptown,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,189.0,4.9-5.0
41.9213368,-87.6490371,Lincoln Park,Entire rental unit,Entire home/apt,5.0,5,2.0,2.0,99.0,4.9-5.0
41.95697537543361,-87.70732926307113,Irving Park,Entire guest suite,Entire home/apt,4.93,4,1.0,2.0,152.0,4.9-5.0
41.769564,-87.5679482,South Shore,Entire rental unit,Entire home/apt,,4,2.0,3.0,195.0,No rating
41.98291138127399,-87.80979596078394,Norwood Park,Entire rental unit,Entire home/apt,4.84,2,1.0,1.0,80.0,4.8-4.9
41.8953554,-87.6504573,West Town,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,122.0,4.9-5.0
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,122.0,No rating
41.83136248204536,-87.64638668108007,Bridgeport,Private room in rental unit,Private room,4.67,1,1.0,1.0,40.0,4.6-4.7
41.8908657,-87.6858823,West Town,Entire rental unit,Entire home/apt,5.0,4,0.0,2.0,171.0,4.9-5.0
41.9133782551501,-87.65075334866097,Lincoln Park,Private room in condo,Private room,4.33,1,1.0,1.0,80.0,4.25-4.5
41.87872,-87.68165,Near West Side,Entire rental unit,Entire home/apt,5.0,3,1.0,1.0,92.0,4.9-5.0
41.97311850941501,-87.84589339861505,Ohare,Entire rental unit,Entire home/apt,4.8,4,1.0,1.0,133.0,4.7-4.8
41.93026,-87.72036,Logan Square,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,69.0,4.9-5.0
41.72002149707307,-87.57352852883663,South Deering,Entire home,Entire home/apt,,3,2.0,2.0,76.0,No rating
41.872268690417165,-87.62787109001505,Loop,Room in hotel,Private room,4.74,2,0.0,1.0,160.0,4.7-4.8
41.8539918527736,-87.62368264923914,Near South Side,Entire rental unit,Entire home/apt,5.0,8,3.0,3.0,182.0,4.9-5.0
41.86666,-87.62335,Near South Side,Entire serviced apartment,Entire home/apt,4.91,6,2.0,3.0,182.0,4.9-5.0
41.866317064674845,-87.6235500770519,Near South Side,Entire serviced apartment,Entire home/apt,4.92,6,2.0,3.0,136.0,4.9-5.0
41.87232738809115,-87.62599289004251,Loop,Room in hotel,Private room,4.88,2,0.0,1.0,160.0,4.8-4.9
41.9093784,-87.7793586,Austin,Entire rental unit,Entire home/apt,,8,4.0,5.0,291.0,No rating
41.8953554,-87.6504573,West Town,Entire rental unit,Entire home/apt,,4,2.0,2.0,145.0,No rating
41.9387026290835,-87.65273011559069,Lake View,Entire condo,Entire home/apt,4.83,8,4.0,0.0,162.0,4.8-4.9
41.8887227,-87.6466284,West Town,Entire rental unit,Entire home/apt,5.0,8,3.0,5.0,561.0,4.9-5.0
41.786923463793414,-87.61537643372613,Washington Park,Private room in rental unit,Private room,4.52,2,1.0,1.0,45.0,4.5-4.6
41.78856,-87.61732,Washington Park,Private room in rental unit,Private room,4.71,2,1.0,1.0,45.0,4.7-4.8
41.78725589535208,-87.61517441685974,Washington Park,Entire rental unit,Entire home/apt,4.83,6,3.0,3.0,160.0,4.8-4.9
41.78871123246963,-87.61519865393325,Washington Park,Entire rental unit,Entire home/apt,4.33,8,4.0,4.0,260.0,4.25-4.5
41.77386735836609,-87.60329799740929,Woodlawn,Entire condo,Entire home/apt,4.95,4,2.0,2.0,170.0,4.9-5.0
41.78328,-87.60883,Woodlawn,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,81.0,4.9-5.0
41.86755805865751,-87.62354208640014,Loop,Entire rental unit,Entire home/apt,4.72,6,2.0,3.0,148.0,4.7-4.8
41.91237,-87.71668,Humboldt Park,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,59.0,4.9-5.0
41.83111391805469,-87.64599727885808,Bridgeport,Private room in rental unit,Private room,4.16,1,1.0,1.0,35.0,4.0-4.25
41.90532,-87.66697,West Town,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,150.0,4.9-5.0
41.9224819,-87.64116489999999,Lincoln Park,Entire rental unit,Entire home/apt,4.64,5,2.0,2.0,214.0,4.6-4.7
41.91563633301472,-87.71779232805552,Logan Square,Entire rental unit,Entire home/apt,5.0,4,3.0,3.0,75.0,4.9-5.0
41.972177350380626,-87.67138105013284,Uptown,Entire rental unit,Entire home/apt,5.0,6,3.0,4.0,175.0,4.9-5.0
41.821823268482625,-87.69864088649311,Brighton Park,Entire rental unit,Entire home/apt,5.0,6,3.0,5.0,165.0,4.9-5.0
41.8806,-87.69836,East Garfield Park,Entire rental unit,Entire home/apt,5.0,6,2.0,3.0,255.0,4.9-5.0
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,116.0,No rating
41.8962192,-87.6391831,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,120.0,No rating
41.8767593,-87.6535914,Near West Side,Entire rental unit,Entire home/apt,4.68,5,2.0,3.0,364.0,4.6-4.7
41.89538311518768,-87.63233367092742,Near North Side,Entire rental unit,Entire home/apt,5.0,16,6.0,15.0,1149.0,4.9-5.0
41.901413619539994,-87.70645601380978,West Town,Private room in rental unit,Private room,4.8,2,1.0,0.0,43.0,4.7-4.8
41.9024157,-87.6289001,Near North Side,Room in hotel,Private room,4.5,2,1.0,1.0,223.0,4.25-4.5
41.8961498,-87.6398631,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,118.0,No rating
41.90177,-87.62783,Near North Side,Entire rental unit,Entire home/apt,4.76,12,3.0,6.0,411.0,4.7-4.8
41.89992388430987,-87.62901721558103,Near North Side,Entire rental unit,Entire home/apt,4.82,10,3.0,5.0,395.0,4.8-4.9
41.91827888870915,-87.67534074885505,Logan Square,Private room in rental unit,Private room,,2,1.0,1.0,68.0,No rating
41.8127615674249,-87.59587773399545,Kenwood,Entire guesthouse,Entire home/apt,4.89,2,1.0,1.0,85.0,4.8-4.9
41.97188918566979,-87.69517511129379,Lincoln Square,Entire rental unit,Entire home/apt,5.0,4,2.0,3.0,100.0,4.9-5.0
41.8961498,-87.6398631,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,128.0,No rating
41.8657653,-87.6936772,North Lawndale,Entire rental unit,Entire home/apt,5.0,3,2.0,2.0,70.0,4.9-5.0
41.85338420314072,-87.71711757273061,North Lawndale,Entire home,Entire home/apt,4.88,7,4.0,5.0,230.0,4.8-4.9
41.9710619,-87.65585109999999,Uptown,Entire rental unit,Entire home/apt,,4,2.0,2.0,111.0,No rating
41.89943967133525,-87.6726735232788,West Town,Entire rental unit,Entire home/apt,4.98,6,3.0,3.0,98.0,4.9-5.0
41.91320186355161,-87.64246143026662,Lincoln Park,Entire home,Entire home/apt,5.0,6,3.0,3.0,529.0,4.9-5.0
41.8961498,-87.6398631,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,127.0,No rating
41.89491293634165,-87.63218598416974,Near North Side,Entire rental unit,Entire home/apt,5.0,16,6.0,15.0,1149.0,4.9-5.0
41.89622,-87.63918,Near North Side,Entire rental unit,Entire home/apt,,2,1.0,1.0,118.0,No rating
41.93844762189569,-87.71372631901855,Avondale,Entire rental unit,Entire home/apt,4.58,3,1.0,1.0,87.0,4.5-4.6
41.8274745290449,-87.6229552924633,Douglas,Entire home,Entire home/apt,4.73,6,3.0,3.0,125.0,4.7-4.8
41.93325605904066,-87.6827017967127,North Center,Entire rental unit,Entire home/apt,5.0,4,2.0,1.0,140.0,4.9-5.0
41.7829492,-87.6031613,Woodlawn,Entire condo,Entire home/apt,4.95,6,3.0,3.0,421.0,4.9-5.0
41.77656,-87.60649,Woodlawn,Private room in home,Private room,4.0,2,1.0,1.0,100.0,3.5-4.0
41.994042402335225,-87.68792418738576,West Ridge,Entire rental unit,Entire home/apt,4.0,2,0.0,0.0,92.0,3.5-4.0
41.9676389,-87.72178319999999,Albany Park,Private room in rental unit,Private room,4.69,2,1.0,1.0,45.0,4.6-4.7
41.898904,-87.62797,Near North Side,Entire rental unit,Entire home/apt,,4,2.0,2.0,173.0,No rating
41.87092,-87.68778,Near West Side,Private room in rental unit,Private room,5.0,2,1.0,1.0,150.0,4.9-5.0
41.891568227891995,-87.68459883140999,West Town,Entire home,Entire home/apt,4.43,6,3.0,3.0,109.0,4.25-4.5
41.9557328,-87.6505646,Uptown,Entire rental unit,Entire home/apt,,2,0.0,0.0,65.0,No rating
41.94726,-87.78735,Dunning,Entire rental unit,Entire home/apt,,6,3.0,3.0,102.0,No rating
