latitude,longitude,property_type,room_type,review_scores_rating,accommodates,bedrooms,beds,price
41.94977,-87.65721,Entire condo,Entire home/apt,4.94,6,2.0,3.0,387.0
41.89769,-87.63165,Entire serviced apartment,Entire home/apt,5.0,4,1.0,2.0,174.0
41.88748,-87.61921,Entire serviced apartment,Entire home/apt,,6,2.0,2.0,239.0
41.88628,-87.61911,Entire serviced apartment,Entire home/apt,5.0,4,1.0,2.0,176.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,4.5,2,1.0,1.0,125.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,,2,1.0,1.0,125.0
41.918316,-87.702812,Entire rental unit,Entire home/apt,5.0,6,3.0,3.0,309.0
41.89525,-87.62664,Entire condo,Entire home/apt,5.0,3,2.0,2.0,193.0
41.98809,-87.66368,Entire rental unit,Entire home/apt,,4,2.0,2.0,774.0
41.98789,-87.66369,Private room in bed and breakfast,Private room,4.82,2,1.0,1.0,174.0
41.98763,-87.66532,Private room in bed and breakfast,Private room,4.71,2,1.0,1.0,154.0
41.98781,-87.66588,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,187.0
41.98902,-87.66584,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,174.0
41.98906,-87.66399,Private room in bed and breakfast,Private room,5.0,2,1.0,1.0,236.0
41.91975,-87.73593,Private room in home,Private room,4.5,2,1.0,1.0,100.0
41.90848,-87.67934,Entire guest suite,Entire home/apt,5.0,4,2.0,2.0,499.0
41.88366,-87.66862,Entire guest suite,Entire home/apt,4.85,6,2.0,2.0,171.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,125.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,,2,1.0,1.0,123.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,,2,1.0,1.0,124.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,3.67,2,1.0,1.0,106.0
41.94428,-87.72801,Entire rental unit,Entire home/apt,4.98,6,3.0,4.0,160.0
41.89362,-87.660095,Entire rental unit,Entire home/apt,4.76,6,3.0,4.0,138.0
41.76019,-87.60024,Entire rental unit,Entire home/apt,5.0,6,2.0,3.0,150.0
41.88442,-87.62465,Entire rental unit,Entire home/apt,4.74,8,3.0,4.0,269.0
41.8852,-87.62673,Entire rental unit,Entire home/apt,4.82,6,2.0,3.0,232.0
41.88666,-87.6263,Entire rental unit,Entire home/apt,4.65,8,3.0,4.0,287.0
41.94492,-87.65675,Entire condo,Entire home/apt,4.79,6,2.0,3.0,129.0
41.87432,-87.62371,Room in hotel,Private room,4.42,4,2.0,3.0,986.0
41.87599,-87.62539,Room in hotel,Private room,4.33,2,1.0,1.0,263.0
41.87596,-87.6251,Room in hotel,Private room,4.41,2,1.0,1.0,149.0
41.80734,-87.60564,Entire condo,Entire home/apt,5.0,16,1.0,1.0,193.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,,2,1.0,1.0,121.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,118.0
41.82725,-87.61862,Entire condo,Entire home/apt,4.85,4,1.0,1.0,84.0
41.91823,-87.73634,Entire rental unit,Entire home/apt,4.68,6,3.0,3.0,100.0
41.78335,-87.59815,Entire condo,Entire home/apt,4.65,6,3.0,3.0,135.0
42.017338228789406,-87.66402118066037,Private room in condo,Private room,4.79,1,1.0,0.0,50.0
41.95486,-87.70524,Entire loft,Entire home/apt,,2,1.0,2.0,125.0
41.78445,-87.6095,Entire condo,Entire home/apt,4.85,6,3.0,3.0,249.0
41.94994144087489,-87.65973787141304,Entire condo,Entire home/apt,4.85,5,1.0,1.0,58.0
41.97798,-87.68467,Entire guesthouse,Entire home/apt,4.89,4,1.0,1.0,135.0
41.8835,-87.66919,Entire guest suite,Entire home/apt,4.97,12,4.0,4.0,797.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,116.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,5.0,2,0.0,1.0,98.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,1.0,2,0.0,1.0,100.0
41.87618612098401,-87.76468517317684,Entire rental unit,Entire home/apt,4.66,6,3.0,4.0,124.0
41.88585,-87.63054,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,180.0
41.8931,-87.61807,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,264.0
41.88753,-87.6305,Entire serviced apartment,Entire home/apt,5.0,2,0.0,1.0,120.0
41.8894,-87.63945,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,252.0
41.88343,-87.62954,Entire serviced apartment,Entire home/apt,,2,0.0,1.0,256.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,4.0,4,0.0,0.0,147.0
41.89622,-87.63172,Entire condo,Entire home/apt,4.74,4,1.0,2.0,99.0
41.8836,-87.66934,Entire condo,Entire home/apt,4.93,12,4.0,7.0,492.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,,2,1.0,1.0,207.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,5.0,4,2.0,2.0,220.0
41.82966,-87.61963,Entire rental unit,Entire home/apt,4.86,4,2.0,2.0,53.0
41.94632,-87.65958,Entire condo,Entire home/apt,4.85,6,2.0,2.0,200.0
41.92585,-87.65445,Entire home,Entire home/apt,4.85,6,2.0,3.0,206.0
41.89531,-87.63874,Entire condo,Entire home/apt,4.99,10,3.0,5.0,482.0
41.88744,-87.63237,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,276.0
41.89133,-87.63784,Entire serviced apartment,Entire home/apt,4.5,4,2.0,2.0,277.0
41.88957,-87.63414,Entire serviced apartment,Entire home/apt,,5,2.0,3.0,239.0
41.89012,-87.67764,Entire rental unit,Entire home/apt,4.83,6,3.0,4.0,158.0
41.89678629999999,-87.6317246,Entire rental unit,Entire home/apt,,2,0.0,1.0,100.0
41.83466,-87.61152,Private room in home,Private room,4.92,2,1.0,1.0,79.0
41.84863,-87.67969,Entire rental unit,Entire home/apt,4.89,6,2.0,2.0,135.0
41.88297,-87.62986,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,119.0
41.87839,-87.64755,Entire serviced apartment,Entire home/apt,5.0,2,1.0,1.0,166.0
41.87973,-87.64584,Entire serviced apartment,Entire home/apt,5.0,5,1.0,2.0,199.0
41.88732,-87.63194,Entire serviced apartment,Entire home/apt,,2,0.0,1.0,177.0
41.88968,-87.63914,Entire serviced apartment,Entire home/apt,,2,0.0,1.0,230.0
41.88427,-87.62781,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,302.0
41.94054,-87.70438,Entire guesthouse,Entire home/apt,4.91,2,1.0,1.0,79.0
42.012478,-87.688599,Entire rental unit,Entire home/apt,4.9,3,1.0,1.0,149.0
41.9494,-87.65936,Entire rental unit,Entire home/apt,4.93,16,4.0,7.0,490.0
41.89266,-87.61368,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,140.0
41.88703,-87.6211,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,130.0
41.89206,-87.62096,Entire serviced apartment,Entire home/apt,5.0,2,1.0,1.0,105.0
41.8903,-87.62261,Entire serviced apartment,Entire home/apt,,5,2.0,2.0,533.0
41.88023,-87.64745,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,145.0
41.89314,-87.61794,Entire serviced apartment,Entire home/apt,4.0,3,1.0,1.0,125.0
41.87867,-87.64772,Entire serviced apartment,Entire home/apt,,3,1.0,0.0,230.0
41.84036,-87.60836,Boat,Entire home/apt,,3,1.0,2.0,400.0
41.93866,-87.66465,Entire rental unit,Entire home/apt,5.0,1,1.0,1.0,110.0
41.96021,-87.65756,Entire rental unit,Entire home/apt,4.72,2,0.0,1.0,75.0
41.93884,-87.66637,Entire rental unit,Entire home/apt,4.8,3,2.0,2.0,112.0
41.8919,-87.61708,Entire serviced apartment,Entire home/apt,,6,2.0,3.0,231.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,4.67,4,2.0,2.0,277.0
41.9984,-87.67436,Entire rental unit,Entire home/apt,4.46,4,2.0,2.0,79.0
41.89953,-87.62248,Entire rental unit,Entire home/apt,4.75,2,0.0,1.0,101.0
41.88295,-87.69518,Private room in home,Private room,5.0,2,1.0,1.0,44.0
41.88319,-87.69651,Private room in home,Private room,,2,1.0,1.0,44.0
41.88492,-87.69682,Private room in home,Private room,5.0,2,1.0,1.0,44.0
41.86006,-87.66353,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0
41.85849,-87.66293,Private room in rental unit,Private room,,2,1.0,1.0,44.0
41.8591,-87.6635,Private room in rental unit,Private room,5.0,2,1.0,1.0,44.0
41.8583,-87.66169,Private room in rental unit,Private room,,2,1.0,1.0,59.0
41.92238,-87.64031,Entire condo,Entire home/apt,4.98,7,2.0,4.0,284.0
41.90147,-87.67569,Entire rental unit,Entire home/apt,4.97,2,1.0,1.0,163.0
41.89728,-87.65601,Entire townhouse,Entire home/apt,4.77,4,1.0,2.0,82.0
41.95532,-87.65588,Private room in rental unit,Private room,4.96,2,1.0,1.0,88.0
41.94186,-87.68001,Entire condo,Entire home/apt,5.0,9,4.0,4.0,230.0
41.94161,-87.67977,Entire condo,Entire home/apt,5.0,8,3.0,4.0,184.0
41.85656,-87.66483,Entire rental unit,Entire home/apt,4.86,5,2.0,2.0,127.0
41.96291,-87.735344,Private room in rental unit,Private room,5.0,2,1.0,1.0,54.0
41.96291,-87.735344,Private room in rental unit,Private room,5.0,2,1.0,1.0,47.0
41.94026,-87.68128,Entire condo,Entire home/apt,4.75,6,2.0,3.0,165.0
41.87626,-87.69622,Entire rental unit,Entire home/apt,4.82,6,3.0,3.0,82.0
41.88582,-87.63054,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,350.0
41.89729,-87.62242,Entire serviced apartment,Entire home/apt,4.84,6,2.0,4.0,190.0
41.8857,-87.63257,Entire serviced apartment,Entire home/apt,,5,0.0,1.0,401.0
41.86017,-87.6618,Entire rental unit,Entire home/apt,,6,8.0,8.0,310.0
41.8491024981422,-87.63609634712014,Entire rental unit,Entire home/apt,4.68,9,4.0,5.0,207.0
41.88436,-87.62632,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,276.0
41.96143,-87.71974,Entire condo,Entire home/apt,4.78,5,2.0,2.0,89.0
41.97455,-87.67811,Private room in rental unit,Private room,4.75,1,1.0,1.0,47.0
41.8252,-87.67025,Entire condo,Entire home/apt,4.83,2,1.0,1.0,73.0
41.94888,-87.70593,Entire rental unit,Entire home/apt,4.87,8,3.0,4.0,222.0
41.93099,-87.6531,Entire rental unit,Entire home/apt,4.82,8,4.0,5.0,238.0
41.94776,-87.81846,Entire guesthouse,Entire home/apt,4.88,4,2.0,2.0,140.0
41.89632,-87.63313,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,254.0
41.85231,-87.68414,Entire rental unit,Entire home/apt,4.83,6,3.0,3.0,120.0
41.8670646,-87.6231114,Entire rental unit,Entire home/apt,,2,1.0,1.0,121.0
41.90756,-87.68714,Entire rental unit,Entire home/apt,4.89,4,1.0,2.0,85.0
41.94636,-87.662,Entire rental unit,Entire home/apt,4.87,4,1.0,3.0,98.0
41.87522,-87.68886,Entire guest suite,Entire home/apt,4.96,4,2.0,3.0,178.0
41.91183,-87.6352,Entire rental unit,Entire home/apt,4.92,2,1.0,1.0,89.0
41.91522,-87.68453,Entire rental unit,Entire home/apt,4.9,4,2.0,2.0,161.0
41.89019,-87.63874,Entire condo,Entire home/apt,,4,2.0,2.0,680.0
41.92186,-87.70374,Entire rental unit,Entire home/apt,4.9,3,1.0,1.0,140.0
41.92337,-87.6517,Entire condo,Entire home/apt,4.85,16,8.0,9.0,614.0
41.93558,-87.65865,Entire rental unit,Entire home/apt,4.85,4,2.0,2.0,75.0
41.99592,-87.79028,Private room in rental unit,Private room,5.0,1,1.0,0.0,33.0
41.82016,-87.62011,Entire guest suite,Entire home/apt,4.88,2,1.0,1.0,96.0
41.88802,-87.64552,Entire condo,Entire home/apt,4.8,4,3.0,3.0,99.0
41.92411,-87.69783,Entire rental unit,Entire home/apt,,4,2.0,2.0,156.0
41.96766,-87.75195,Entire condo,Entire home/apt,4.74,2,2.0,2.0,84.0
41.93558,-87.65865,Entire rental unit,Entire home/apt,4.8,2,1.0,1.0,77.0
41.80942,-87.61228,Entire condo,Entire home/apt,4.92,4,2.0,2.0,186.0
41.947811126708984,-87.65404510498047,Entire condo,Entire home/apt,4.79,9,4.0,5.0,493.0
41.94226,-87.67901,Entire condo,Entire home/apt,5.0,2,1.0,1.0,205.0
41.9356,-87.64241,Entire rental unit,Entire home/apt,4.65,2,1.0,1.0,63.0
41.94317,-87.64489,Entire rental unit,Entire home/apt,4.84,4,2.0,2.0,66.0
41.92411,-87.69783,Entire rental unit,Entire home/apt,4.0,4,2.0,2.0,158.0
41.8837,-87.63487,Entire serviced apartment,Entire home/apt,5.0,2,0.0,1.0,150.0
41.89969095147922,-87.62006726968949,Entire rental unit,Entire home/apt,4.83,7,2.0,3.0,117.0
41.78431,-87.60834,Private room in home,Private room,4.69,1,1.0,1.0,45.0
41.89593,-87.63184,Entire serviced apartment,Entire home/apt,5.0,4,1.0,1.0,148.0
41.80163,-87.62573,Entire rental unit,Entire home/apt,4.95,6,3.0,3.0,175.0
41.89254,-87.68873,Entire home,Entire home/apt,4.98,12,5.0,8.0,644.0
41.94532,-87.65963,Entire rental unit,Entire home/apt,4.93,2,1.0,1.0,78.0
41.9441,-87.65615,Entire home,Entire home/apt,4.96,16,5.0,7.0,821.0
41.89571,-87.66954,Private room in home,Private room,5.0,2,1.0,1.0,264.0
41.89764,-87.62034,Entire serviced apartment,Entire home/apt,4.8,4,1.0,2.0,102.0
41.99752,-87.70145,Entire rental unit,Entire home/apt,4.67,4,2.0,3.0,61.0
41.9259,-87.72443,Entire rental unit,Entire home/apt,5.0,4,2.0,2.0,130.0
41.87036,-87.62388,Entire rental unit,Entire home/apt,4.5,4,2.0,2.0,177.0
41.89744,-87.62075,Entire serviced apartment,Entire home/apt,5.0,16,6.0,12.0,698.0
41.99633,-87.79202,Private room in rental unit,Private room,4.75,1,1.0,1.0,36.0
41.7982,-87.59647,Entire rental unit,Entire home/apt,4.8,2,1.0,1.0,69.0
41.99596,-87.78734,Private room in home,Private room,4.84,1,1.0,1.0,33.0
41.92411,-87.69783,Entire rental unit,Entire home/apt,4.5,4,2.0,2.0,160.0
41.94517299999999,-87.641759,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,112.0
41.94517299999999,-87.641759,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,111.0
41.89952017412057,-87.61961261957079,Entire rental unit,Entire home/apt,4.61,7,2.0,3.0,120.0
41.89847,-87.62237,Entire serviced apartment,Entire home/apt,4.87,6,2.0,5.0,152.0
42.00096,-87.66274,Entire rental unit,Entire home/apt,4.8,6,2.0,3.0,191.0
41.91365,-87.68666,Entire home,Entire home/apt,4.81,8,3.0,5.0,253.0
41.88748,-87.63077,Entire serviced apartment,Entire home/apt,5.0,4,2.0,2.0,377.0
41.93472,-87.72981,Entire rental unit,Entire home/apt,4.99,4,2.0,2.0,155.0
41.95557,-87.66847,Entire rental unit,Entire home/apt,4.71,2,1.0,1.0,65.0
41.90049,-87.63218,Entire rental unit,Entire home/apt,4.78,2,0.0,1.0,61.0
41.93859,-87.75689,Entire rental unit,Entire home/apt,5.0,3,1.0,2.0,220.0
41.99396,-87.78789,Private room in home,Private room,4.82,1,1.0,1.0,33.0
41.91084,-87.71548,Private room in rental unit,Private room,4.69,2,1.0,1.0,33.0
41.89318,-87.61752,Entire serviced apartment,Entire home/apt,,5,2.0,2.0,294.0
41.90883,-87.71498,Private room in rental unit,Private room,4.83,2,1.0,1.0,33.0
41.91023,-87.7169,Private room in rental unit,Private room,4.77,2,1.0,1.0,37.0
41.89924,-87.62214,Entire serviced apartment,Entire home/apt,4.81,4,1.0,2.0,116.0
41.82019,-87.60369,Entire guest suite,Entire home/apt,4.92,5,2.0,3.0,169.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,,4,0.0,0.0,147.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,5.0,4,2.0,2.0,217.0
41.93052,-87.64528,Entire rental unit,Entire home/apt,4.71,10,4.0,5.0,417.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,5.0,4,2.0,2.0,277.0
41.89159,-87.63697,Entire serviced apartment,Entire home/apt,4.71,4,1.0,1.0,270.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,4.43,4,1.0,1.0,270.0
41.9740293,-87.6602626,Entire rental unit,Entire home/apt,,2,1.0,1.0,129.0
41.7406,-87.55933,Entire rental unit,Entire home/apt,,4,2.0,2.0,150.0
41.87482,-87.69469,Private room in rental unit,Private room,4.33,3,1.0,1.0,23.0
41.89768,-87.6216,Entire serviced apartment,Entire home/apt,5.0,2,1.0,1.0,102.0
41.9398,-87.65687,Entire rental unit,Entire home/apt,4.96,2,1.0,2.0,139.0
41.94735,-87.65889,Entire condo,Entire home/apt,4.78,10,4.0,6.0,159.0
41.92376,-87.72187,Entire rental unit,Entire home/apt,4.84,4,1.0,2.0,112.0
41.95898,-87.72966,Entire condo,Entire home/apt,4.86,4,1.0,2.0,90.0
41.87051,-87.65354,Private room in home,Private room,4.75,2,1.0,1.0,70.0
41.93885,-87.75705,Private room in rental unit,Private room,5.0,3,2.0,3.0,193.0
41.90933,-87.69165,Entire guest suite,Entire home/apt,4.99,3,0.0,2.0,125.0
41.80424,-87.60391,Private room in townhouse,Private room,4.89,1,1.0,1.0,30.0
41.88547,-87.64323,Entire rental unit,Entire home/apt,4.7,2,1.0,1.0,83.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.74,3,0.0,2.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.71,3,0.0,2.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.7,3,0.0,2.0,55.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.84,1,0.0,1.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.77,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.7,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.81,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.72,2,0.0,1.0,55.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.79,3,0.0,2.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.75,3,0.0,2.0,55.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.7,3,0.0,2.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.87,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.84,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.78,3,0.0,2.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.75,2,0.0,1.0,50.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.85,2,0.0,1.0,55.0
41.9740293,-87.6602626,Entire rental unit,Entire home/apt,,2,1.0,1.0,114.0
41.93618,-87.64229,Entire rental unit,Entire home/apt,4.78,2,1.0,1.0,58.0
41.95679,-87.65119,Entire rental unit,Entire home/apt,4.76,2,0.0,1.0,66.0
41.84914,-87.68134,Entire rental unit,Entire home/apt,4.9,2,1.0,1.0,80.0
41.95414,-87.6703,Entire rental unit,Entire home/apt,4.75,2,0.0,1.0,81.0
41.86731051276551,-87.62288957834244,Entire rental unit,Entire home/apt,,4,1.0,1.0,1000.0
41.8851235,-87.62594589999999,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,114.0
41.9704,-87.67139,Entire condo,Entire home/apt,4.64,4,1.0,3.0,61.0
41.78262,-87.60703,Private room in home,Private room,4.7,1,5.0,1.0,45.0
41.93742,-87.71936,Entire rental unit,Entire home/apt,4.96,7,3.0,4.0,242.0
41.93653,-87.64696,Entire condo,Entire home/apt,4.81,8,4.0,4.0,256.0
41.90011,-87.71736,Entire rental unit,Entire home/apt,4.59,4,2.0,2.0,149.0
41.82833,-87.62038,Entire rental unit,Entire home/apt,4.94,4,2.0,3.0,135.0
41.88537,-87.61958,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,248.0
41.78395,-87.6073,Private room in home,Private room,4.82,1,1.0,1.0,45.0
41.69817,-87.66957,Entire home,Entire home/apt,4.59,10,3.0,3.0,229.0
41.85567,-87.6239,Entire condo,Entire home/apt,4.87,8,2.0,3.0,119.0
41.89572,-87.6333,Entire condo,Entire home/apt,,2,1.0,1.0,78.0
41.96423,-87.69226,Entire rental unit,Entire home/apt,4.69,2,1.0,1.0,78.0
41.88646,-87.62462,Entire rental unit,Entire home/apt,4.78,6,2.0,2.0,222.0
41.81885,-87.61365,Entire rental unit,Entire home/apt,4.93,2,1.0,2.0,110.0
41.91755,-87.71712,Entire rental unit,Entire home/apt,4.85,6,3.0,4.0,129.0
41.905017,-87.664707,Entire rental unit,Entire home/apt,4.8,6,2.0,4.0,50.0
41.89836,-87.62963,Entire rental unit,Entire home/apt,4.97,4,2.0,2.0,126.0
41.85225,-87.67791,Entire rental unit,Entire home/apt,4.81,2,0.0,1.0,55.0
41.91691,-87.69657,Private room in rental unit,Private room,4.17,4,1.0,1.0,25.0
41.9189,-87.6964,Private room in rental unit,Private room,4.22,3,1.0,1.0,23.0
41.9172,-87.69429,Private room in rental unit,Private room,4.54,2,1.0,1.0,36.0
41.91883,-87.69642,Private room in rental unit,Private room,4.18,1,1.0,1.0,23.0
41.91683,-87.69444,Private room in rental unit,Private room,4.53,3,1.0,1.0,23.0
41.98517,-87.66657,Entire rental unit,Entire home/apt,4.96,4,2.0,2.0,151.0
41.7788,-87.59983,Entire guest suite,Entire home/apt,4.9,4,2.0,2.0,83.0
41.88309,-87.69359,Entire rental unit,Entire home/apt,4.84,3,1.0,2.0,64.0
41.96689084769485,-87.68665614078766,Entire rental unit,Entire home/apt,4.77,4,2.0,2.0,73.0
41.91966,-87.6522,Entire home,Entire home/apt,4.94,6,3.0,3.0,380.0
41.89408,-87.66861,Entire home,Entire home/apt,5.0,12,5.0,5.0,1352.0
41.93865,-87.67745,Entire condo,Entire home/apt,4.81,5,2.0,3.0,200.0
41.93845,-87.66596,Entire home,Entire home/apt,4.88,12,4.0,5.0,281.0
41.92717,-87.6401,Entire rental unit,Entire home/apt,4.87,4,2.0,2.0,88.0
41.94571,-87.66074,Entire home,Entire home/apt,4.89,4,1.0,2.0,314.0
41.89048,-87.76446,Entire rental unit,Entire home/apt,5.0,6,3.0,3.0,150.0
41.82827,-87.669,Private room in home,Private room,4.67,2,1.0,1.0,30.0
41.82658,-87.66733,Private room in home,Private room,4.67,1,1.0,1.0,35.0
41.85538,-87.62337,Entire condo,Entire home/apt,4.74,4,0.0,1.0,111.0
41.79202281167852,-87.67341687147352,Private room in condo,Private room,4.72,2,1.0,1.0,55.0
41.88348,-87.62965,Entire serviced apartment,Entire home/apt,5.0,3,1.0,1.0,239.0
41.88614,-87.61909,Entire serviced apartment,Entire home/apt,5.0,6,2.0,3.0,245.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.75,3,0.0,2.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.76,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.74,1,0.0,1.0,40.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.72,2,0.0,1.0,42.0
41.89581,-87.65577,Entire condo,Entire home/apt,4.73,2,0.0,1.0,50.0
41.891326904296875,-87.6378402709961,Entire serviced apartment,Entire home/apt,4.67,4,2.0,2.0,277.0
41.91693,-87.63469,Entire rental unit,Entire home/apt,4.88,3,1.0,1.0,114.0
41.86049,-87.66344,Private room in rental unit,Private room,,2,1.0,1.0,44.0
41.86039,-87.66299,Private room in rental unit,Private room,,2,1.0,1.0,44.0
41.88525,-87.63229,Entire rental unit,Entire home/apt,4.92,8,2.0,2.0,99.0
41.91365,-87.71749,Entire rental unit,Entire home/apt,4.7,4,2.0,2.0,71.0
41.95147,-87.678,Entire condo,Entire home/apt,4.97,5,2.0,2.0,189.0
41.8763,-87.65371999999999,Entire rental unit,Entire home/apt,3.0,2,0.0,1.0,100.0
41.8763,-87.65371999999999,Entire rental unit,Entire home/apt,,2,0.0,1.0,99.0
41.88041,-87.64636,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,139.0
41.86732,-87.68534,Entire condo,Entire home/apt,4.81,4,1.0,1.0,92.0
41.8945286,-87.63340520000003,Entire rental unit,Entire home/apt,5.0,2,1.0,1.0,119.0
41.96549,-87.72175,Entire condo,Entire home/apt,4.74,4,2.0,2.0,99.0
41.95457,-87.6572,Entire condo,Entire home/apt,4.95,6,2.0,3.0,669.0
41.904892,-87.696382,Entire rental unit,Entire home/apt,4.87,8,4.0,5.0,95.0
41.89092,-87.65753,Entire condo,Entire home/apt,4.91,2,1.0,1.0,185.0
41.82608,-87.66769,Private room in home,Private room,4.63,2,1.0,1.0,30.0
41.76049,-87.59995,Entire guesthouse,Entire home/apt,4.71,3,1.0,1.0,65.0
41.7663,-87.62065,Entire guesthouse,Entire home/apt,4.08,1,1.0,5.0,66.0
41.88392,-87.62975,Entire serviced apartment,Entire home/apt,,2,1.0,1.0,100.0
41.88583,-87.63251,Entire serviced apartment,Entire home/apt,,2,0.0,,115.0
41.87276,-87.69588,Entire condo,Entire home/apt,4.24,6,3.0,3.0,190.0
41.82995,-87.69149,Entire guest suite,Entire home/apt,4.81,4,2.0,2.0,50.0
41.90641,-87.63019,Room in boutique hotel,Private room,5.0,2,1.0,1.0,213.0
41.96847,-87.67144,Entire rental unit,Entire home/apt,4.7,4,1.0,3.0,64.0
41.929969787597656,-87.64385986328125,Entire serviced apartment,Entire home/apt,4.91,6,3.0,3.0,235.0
41.93051,-87.64477,Entire serviced apartment,Entire home/apt,4.79,6,2.0,3.0,162.0
41.929,-87.64298,Entire serviced apartment,Entire home/apt,4.74,5,2.0,2.0,193.0
41.9611522,-87.67556239999999,Entire rental unit,Entire home/apt,1.0,4,2.0,2.0,171.0
41.92823,-87.79741,Private room in home,Private room,4.93,2,1.0,1.0,65.0
41.85791,-87.64368,Private room in townhouse,Private room,5.0,2,1.0,1.0,80.0
41.88542,-87.63232,Entire serviced apartment,Entire home/apt,,4,0.0,1.0,215.0
41.88171,-87.63369,Entire serviced apartment,Entire home/apt,,3,1.0,1.0,203.0
41.917137145996094,-87.6736831665039,Entire rental unit,Entire home/apt,4.94,6,2.0,4.0,261.0
41.82644,-87.66941,Private room in home,Private room,4.59,1,1.0,1.0,1000.0
41.93566,-87.72382,Entire rental unit,Entire home/apt,4.99,6,3.0,3.0,185.0
41.91829,-87.68805,Entire condo,Entire home/apt,4.86,4,2.0,2.0,121.0
41.93939,-87.75621,Entire rental unit,Entire home/apt,5.0,6,2.0,3.0,158.0
41.94517299999999,-87.641759,Entire rental unit,Entire home/apt,4.0,2,1.0,1.0,113.0
41.89402,-87.62681,Entire condo,Entire home/apt,5.0,2,2.0,2.0,179.0
41.91906,-87.72644,Entire rental unit,Entire home/apt,4.89,4,2.0,2.0,199.0
41.90986,-87.64104,Entire guest suite,Entire home/apt,4.98,4,1.0,2.0,157.0
41.89923,-87.62149,Entire rental unit,Entire home/apt,4.76,6,2.0,3.0,163.0
41.8726,-87.65365,Entire rental unit,Entire home/apt,4.76,6,3.0,3.0,145.0
